,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
465,Thursday,2019,dundas,dundas star news,dundas star news,13990.0,metroland media group ltd.
466,Thursday,2015,east%20gwillimbury,east gwillimbury express,east gwillimbury express,7326.0,metroland media group ltd.
467,Thursday,2016,east%20gwillimbury,east gwillimbury express,east gwillimbury express,7276.0,metroland media group ltd.
468,Thursday,2017,east%20gwillimbury,east gwillimbury express,east gwillimbury express,,metroland media group ltd.
469,Thursday,2018,east%20gwillimbury,east gwillimbury express,east gwillimbury express,,metroland media group ltd.
470,Thursday,2019,east%20gwillimbury,east gwillimbury express,east gwillimbury express,7229.0,metroland media group ltd.
471,Thursday,2013,east%20york,east york mirror,east york mirror,34923.0,metroland media group ltd.
472,Thursday,2014,east%20york,east york mirror,east york mirror,34705.0,metroland media group ltd.
473,Thursday,2015,east%20york,east york mirror,east york mirror,36764.0,metroland media group ltd.
474,Thursday,2016,east%20york,east york mirror,east york mirror,35300.0,metroland media group ltd.
475,Thursday,2017,east%20york,east york mirror,east york mirror,,metroland media group ltd.
476,Thursday,2018,east%20york,east york mirror,east york mirror,46834.0,metroland media group ltd.
490,Wednesday,2013,eganville,eganville leader,eganville leader,5453.0,eganville leader publishing ltd.
1018,Wednesday,2013,eganville,leader,eganville leader,5453.0,eganville leader publishing ltd.
1019,Wednesday,2014,eganville,leader,eganville leader,5831.0,eganville leader publishing ltd.
1020,Wednesday,2015,eganville,leader,eganville leader,6018.0,eganville leader publishing ltd.
1021,Wednesday,2016,eganville,leader,eganville leader,6096.0,eganville leader publishing ltd.
1022,Wednesday,2017,eganville,leader,eganville leader,5629.0,eganville leader publishing ltd.
491,Wednesday,2018,eganville,eganville leader,eganville leader,5723.0,eganville leader publishing ltd.
492,Wednesday,2019,eganville,eganville leader,eganville leader,5451.0,eganville leader publishing ltd.
2155,Wednesday,2013,elliot%20lake,standard,elliot lake standard,3712.0,sun media corporation
2156,Wednesday,2014,elliot%20lake,standard,elliot lake standard,3437.0,sun media corporation
2149,Thursday,2015,elliot%20lake,standard,elliot lake standard,2931.0,sun media corporation
2151,Thursday,2016,elliot%20lake,standard,elliot lake standard,2588.0,sun media corporation
2152,Thursday,2017,elliot%20lake,standard,elliot lake standard,2357.0,postmedia network inc.
2153,Thursday,2018,elliot%20lake,standard,elliot lake standard,2298.0,postmedia network inc.
2154,Thursday,2019,elliot%20lake,standard,elliot lake standard,1918.0,postmedia network inc.
494,Thursday,2013,elmira,elmira independent,elmira independent,4034.0,metroland media group ltd.
495,Thursday,2014,elmira,elmira independent,elmira independent,1970.0,metroland media group ltd.
493,Friday,2015,elmira,elmira independent,elmira independent,11515.0,metroland media group ltd.
496,Friday,2013,elmira,elmira independent express,elmira independent express,11990.0,metroland media group ltd.
497,Friday,2014,elmira,elmira independent express,elmira independent express,,metroland media group ltd.
498,Friday,2015,elmira,elmira independent express,elmira independent express,,metroland media group ltd.
499,Friday,2016,elmira,elmira independent express,elmira independent express,,metroland media group ltd.
500,Friday,2017,elmira,elmira independent express,elmira independent express,,metroland media group ltd.
501,Friday,2018,elmira,elmira independent express,elmira independent express,,metroland media group ltd.
502,Friday,2019,elmira,elmira independent express,elmira independent express,,metroland media group ltd.
1460,Saturday,2013,elmira&woolwich,observer,elmira woolwich observer,15107.0,cathedral communications inc.
1461,Saturday,2014,elmira&woolwich,observer,elmira woolwich observer,15204.0,cathedral communications inc.
1462,Saturday,2015,elmira&woolwich,observer,elmira woolwich observer,14911.0,cathedral communications inc.
1463,Saturday,2016,elmira&woolwich,observer,elmira woolwich observer,14915.0,cathedral communications inc.
1464,Saturday,2017,elmira&woolwich,observer,elmira woolwich observer,14866.0,cathedral communications inc.
1465,Saturday,2018,elmira&woolwich,observer,elmira woolwich observer,14800.0,cathedral communications inc.
1466,Saturday,2019,elmira&woolwich,observer,elmira woolwich observer,,cathedral communications inc.
2118,Thursday,2013,elmvale,springwater news,elmvale springwater news,17155.0,springwater news
2119,Thursday,2014,elmvale,springwater news,elmvale springwater news,17597.0,springwater news
2120,Thursday,2015,elmvale,springwater news,elmvale springwater news,,springwater news
2121,Thursday,2016,elmvale,springwater news,elmvale springwater news,,springwater news
2122,Thursday,2017,elmvale,springwater news,elmvale springwater news,,springwater news
2123,Thursday,2018,elmvale,springwater news,elmvale springwater news,,springwater news
2124,Thursday,2019,elmvale,springwater news,elmvale springwater news,,springwater news
1216,Monthly,2013,embrun,news,embrun news,13376.0,le reflet
1217,Monthly,2014,embrun,news,embrun news,,compagnie d'edition andre paquette
1218,Monthly,2015,embrun,news,embrun news,13400.0,compagnie d'edition andre paquette
1219,Monthly,2016,embrun,news,embrun news,,compagnie d'edition andre paquette
1220,Monthly,2017,embrun,news,embrun news,,compagnie d'edition andre paquette
1221,Monthly,2018,embrun,news,embrun news,,compagnie d'edition andre paquette
1222,Monthly,2019,embrun,news,embrun news,,compagnie d'edition andre paquette
1645,Thursday,2013,embrun,reflet,embrun reflet,13000.0,compagnie d'edition andre paquette
1646,Thursday,2014,embrun,reflet,embrun reflet,,compagnie d'edition andre paquette
1647,Thursday,2015,embrun,reflet,embrun reflet,13400.0,compagnie d'edition andre paquette
1648,Thursday,2016,embrun,reflet,embrun reflet,,compagnie d'edition andre paquette
1649,Thursday,2017,embrun,reflet,embrun reflet,,compagnie d'edition andre paquette
1650,Thursday,2018,embrun,reflet,embrun reflet,,compagnie d'edition andre paquette
1651,Thursday,2019,embrun,reflet,embrun reflet,,compagnie d'edition andre paquette
2216,Wednesday,2013,erin,the advocate,erin the advocate,1750.0,metroland media group ltd.
2217,Wednesday,2014,erin,the advocate,erin the advocate,1529.0,metroland media group ltd.
2218,Wednesday,2015,erin,the advocate,erin the advocate,1250.0,metroland media group ltd.
2219,Wednesday,2016,erin,the advocate,erin the advocate,1074.0,metroland media group ltd.
2220,Wednesday,2017,erin,the advocate,erin the advocate,1035.0,metroland media group ltd.
2221,Wednesday,2018,erin,the advocate,erin the advocate,,metroland media group ltd.
2222,Wednesday,2019,erin,the advocate,erin the advocate,,metroland media group ltd.
1116,Wednesday,2013,espanola,midnorth monitor,espanola midnorth monitor,1464.0,sun media corporation
1110,Thursday,2014,espanola,midnorth monitor,espanola midnorth monitor,1097.0,sun media corporation
1111,Thursday,2015,espanola,midnorth monitor,espanola midnorth monitor,918.0,sun media corporation
1112,Thursday,2016,espanola,midnorth monitor,espanola midnorth monitor,793.0,sun media corporation
1113,Thursday,2017,espanola,midnorth monitor,espanola midnorth monitor,,postmedia network inc.
1114,Thursday,2018,espanola,midnorth monitor,espanola midnorth monitor,,postmedia network inc.
1115,Thursday,2019,espanola,midnorth monitor,espanola midnorth monitor,,postmedia network inc.
537,Thursday,2013,essex,essex free press,essex free press,10142.0,london publishing corporation
538,Thursday,2014,essex,essex free press,essex free press,9955.0,london publishing corporation
539,Thursday,2015,essex,essex free press,essex free press,10016.0,london publishing corporation
540,Thursday,2016,essex,essex free press,essex free press,9975.0,london publishing corporation
541,Thursday,2017,essex,essex free press,essex free press,9900.0,london publishing corporation
542,Thursday,2018,essex,essex free press,essex free press,9934.0,london publishing corporation
543,Thursday,2019,essex,essex free press,essex free press,9941.0,london publishing corporation
545,Friday,2013,etobicoke,etobicoke guardian,etobicoke guardian,69076.0,metroland media group ltd.
549,Thursday,2013,etobicoke,etobicoke guardian,etobicoke guardian,69376.0,metroland media group ltd.
546,Friday,2014,etobicoke,etobicoke guardian,etobicoke guardian,68896.0,metroland media group ltd.
550,Thursday,2014,etobicoke,etobicoke guardian,etobicoke guardian,68897.0,metroland media group ltd.
547,Friday,2015,etobicoke,etobicoke guardian,etobicoke guardian,,metroland media group ltd.
551,Thursday,2015,etobicoke,etobicoke guardian,etobicoke guardian,73755.0,metroland media group ltd.
548,Friday,2016,etobicoke,etobicoke guardian,etobicoke guardian,,metroland media group ltd.
552,Thursday,2016,etobicoke,etobicoke guardian,etobicoke guardian,70703.0,metroland media group ltd.
553,Thursday,2017,etobicoke,etobicoke guardian,etobicoke guardian,,metroland media group ltd.
554,Thursday,2018,etobicoke,etobicoke guardian,etobicoke guardian,,metroland media group ltd.
555,Thursday,2019,etobicoke,etobicoke guardian,etobicoke guardian,67654.0,metroland media group ltd.
2516,Friday,2013,exeter,times advocate,exeter times advocate,10500.0,metroland media group ltd.
2517,Wednesday,2013,exeter,times advocate,exeter times advocate,2830.0,metroland media group ltd.
2518,Wednesday,2014,exeter,times advocate,exeter times advocate,2653.0,metroland media group ltd.
2519,Wednesday,2015,exeter,times advocate,exeter times advocate,2513.0,metroland media group ltd.
2520,Wednesday,2016,exeter,times advocate,exeter times advocate,2242.0,metroland media group ltd.
2521,Wednesday,2017,exeter,times advocate,exeter times advocate,2005.0,metroland media group ltd.
2522,Wednesday,2018,exeter,times advocate,exeter times advocate,2871.0,postmedia network inc.
2523,Wednesday,2019,exeter,times advocate,exeter times advocate,1980.0,postmedia network inc.
2524,Friday,2014,exeter,times advocate weekender,exeter times advocate weekender,10500.0,metroland media group ltd.
2525,Friday,2015,exeter,times advocate weekender,exeter times advocate weekender,,metroland media group ltd.
2526,Friday,2016,exeter,times advocate weekender,exeter times advocate weekender,,metroland media group ltd.
2527,Friday,2017,exeter,times advocate weekender,exeter times advocate weekender,,metroland media group ltd.
2528,Friday,2018,exeter,times advocate weekender,exeter times advocate weekender,,postmedia network inc.
2529,Friday,2019,exeter,times advocate weekender,exeter times advocate weekender,,postmedia network inc.
1255,Wednesday,2013,fergus&elora,news express,fergus elora news express,8172.0,metroland media group ltd.
1256,Wednesday,2014,fergus&elora,news express,fergus elora news express,8071.0,metroland media group ltd.
1257,Wednesday,2015,fergus&elora,news express,fergus elora news express,7973.0,metroland media group ltd.
1258,Wednesday,2016,fergus&elora,news express,fergus elora news express,8303.0,metroland media group ltd.
2671,Friday,2013,fergus,wellington advertiser,fergus wellington advertiser,40314.0,w.h.a. publications ltd.
2672,Friday,2014,fergus,wellington advertiser,fergus wellington advertiser,40470.0,w.h.a. publications ltd.
2673,Friday,2015,fergus,wellington advertiser,fergus wellington advertiser,40173.0,w.h.a. publications ltd.
2674,Friday,2016,fergus,wellington advertiser,fergus wellington advertiser,39929.0,w.h.a. publications ltd.
2675,Friday,2017,fergus,wellington advertiser,fergus wellington advertiser,39925.0,w.h.a. publications ltd.
2676,Friday,2018,fergus,wellington advertiser,fergus wellington advertiser,40251.0,w.h.a. publications ltd.
2677,Friday,2019,fergus,wellington advertiser,fergus wellington advertiser,39866.0,w.h.a. publications ltd.
7,Wednesday,2013,flesherton,advance,flesherton advance,1268.0,dundalk herald publishing
8,Wednesday,2014,flesherton,advance,flesherton advance,1276.0,dundalk herald publishing
9,Wednesday,2015,flesherton,advance,flesherton advance,1292.0,dundalk herald publishing
10,Wednesday,2016,flesherton,advance,flesherton advance,1299.0,dundalk herald publishing
11,Wednesday,2017,flesherton,advance,flesherton advance,1221.0,dundalk herald publishing
12,Wednesday,2018,flesherton,advance,flesherton advance,1233.0,dundalk herald publishing
13,Wednesday,2019,flesherton,advance,flesherton advance,1347.0,dundalk herald publishing
1552,Wednesday,2013,fonthill,pelham news,fonthill pelham news,6673.0,sun media corporation
1550,Thursday,2014,fonthill,pelham news,fonthill pelham news,6639.0,sun media corporation
1553,Wednesday,2015,fonthill,pelham news,fonthill pelham news,6347.0,sun media corporation
1554,Wednesday,2016,fonthill,pelham news,fonthill pelham news,6430.0,sun media corporation
1551,Thursday,2017,fonthill,pelham news,fonthill pelham news,6408.0,postmedia network inc.
2147,Thursday,2013,forest,standard,forest standard,2121.0,hayter-walden publications inc.
2148,Thursday,2014,forest,standard,forest standard,1959.0,hayter-walden publications inc.
2150,Thursday,2015,forest,standard,forest standard,1773.0,hayter-walden publications inc.
2159,Thursday,2018,forest,standard guide advocate,forest standard guide advocate,1466.0,hayter-walden publications inc.
2157,Thursday,2016,forest&watford,standard guide advocate,forest watford standard guide advocate,656.0,hayter-walden publications inc.
2158,Thursday,2017,forest&watford,standard guide advocate,forest watford standard guide advocate,1754.0,hayter-walden publications inc.
592,Saturday,2013,fort%20erie,fort erie times,fort erie times,12183.0,sun media corporation
593,Thursday,2014,fort%20erie,fort erie times,fort erie times,12349.0,sun media corporation
594,Thursday,2015,fort%20erie,fort erie times,fort erie times,12482.0,sun media corporation
595,Thursday,2016,fort%20erie,fort erie times,fort erie times,12530.0,sun media corporation
596,Thursday,2017,fort%20erie,fort erie times,fort erie times,12496.0,postmedia network inc.
597,Wednesday,2013,fort%20frances,fort frances times,fort frances times,4237.0,fort frances times ltd.
598,Wednesday,2014,fort%20frances,fort frances times,fort frances times,4007.0,fort frances times ltd.
599,Wednesday,2015,fort%20frances,fort frances times,fort frances times,3394.0,fort frances times ltd.
600,Wednesday,2016,fort%20frances,fort frances times,fort frances times,3264.0,fort frances times ltd.
601,Wednesday,2017,fort%20frances,fort frances times,fort frances times,3420.0,fort frances times ltd.
602,Wednesday,2018,fort%20frances,fort frances times,fort frances times,3381.0,fort frances times ltd.
603,Wednesday,2019,fort%20frances,fort frances times,fort frances times,2859.0,fort frances times ltd.
604,Thursday,2013,frontenac,frontenac gazette,frontenac gazette,8515.0,metroland media group ltd.
605,Thursday,2014,frontenac,frontenac gazette,frontenac gazette,8727.0,metroland media group ltd.
606,Thursday,2015,frontenac,frontenac gazette,frontenac gazette,8882.0,metroland media group ltd.
607,Thursday,2016,frontenac,frontenac gazette,frontenac gazette,8622.0,metroland media group ltd.
608,Thursday,2017,frontenac,frontenac gazette,frontenac gazette,8101.0,metroland media group ltd.
1671,Wednesday,2013,gananoque,reporter,gananoque reporter,7500.0,sun media corporation
1672,Wednesday,2014,gananoque,reporter,gananoque reporter,,sun media corporation
1666,Thursday,2015,gananoque,reporter,gananoque reporter,6463.0,sun media corporation
1667,Thursday,2016,gananoque,reporter,gananoque reporter,,sun media corporation
1668,Thursday,2017,gananoque,reporter,gananoque reporter,6452.0,postmedia network inc.
1669,Thursday,2018,gananoque,reporter,gananoque reporter,,postmedia network inc.
1670,Thursday,2019,gananoque,reporter,gananoque reporter,,postmedia network inc.
796,Thursday,2013,georgetown&acton,independent  free press,georgetown acton independent free press,22199.0,metroland media group ltd.
803,Tuesday,2013,georgetown&acton,independent  free press,georgetown acton independent free press,22074.0,metroland media group ltd.
797,Thursday,2014,georgetown&acton,independent  free press,georgetown acton independent free press,22304.0,metroland media group ltd.
804,Tuesday,2014,georgetown&acton,independent  free press,georgetown acton independent free press,21599.0,metroland media group ltd.
798,Thursday,2015,georgetown&acton,independent  free press,georgetown acton independent free press,22675.0,metroland media group ltd.
805,Tuesday,2015,georgetown&acton,independent  free press,georgetown acton independent free press,,metroland media group ltd.
799,Thursday,2016,georgetown&acton,independent  free press,georgetown acton independent free press,22585.0,metroland media group ltd.
806,Tuesday,2016,georgetown&acton,independent  free press,georgetown acton independent free press,,metroland media group ltd.
800,Thursday,2017,georgetown&acton,independent  free press,georgetown acton independent free press,,metroland media group ltd.
807,Tuesday,2017,georgetown&acton,independent  free press,georgetown acton independent free press,,metroland media group ltd.
801,Thursday,2018,georgetown&acton,independent  free press,georgetown acton independent free press,,metroland media group ltd.
808,Tuesday,2018,georgetown&acton,independent  free press,georgetown acton independent free press,22902.0,metroland media group ltd.
802,Thursday,2019,georgetown&acton,independent  free press,georgetown acton independent free press,23509.0,metroland media group ltd.
2537,Wednesday,2013,geraldton,times star,geraldton times star,1092.0,times star publishing
2538,Wednesday,2014,geraldton,times star,geraldton times star,938.0,times star publishing
2539,Wednesday,2015,geraldton,times star,geraldton times star,770.0,times star publishing
2540,Wednesday,2016,geraldton,times star,geraldton times star,735.0,times star publishing
2541,Wednesday,2017,geraldton,times star,geraldton times star,661.0,times star publishing
2542,Wednesday,2018,geraldton,times star,geraldton times star,462.0,pietsch group inc.
2543,Wednesday,2019,geraldton,times star,geraldton times star,423.0,pietsch group inc.
648,Thursday,2013,glanbrook,glanbrook gazette,glanbrook gazette,8064.0,metroland media group ltd.
649,Thursday,2014,glanbrook,glanbrook gazette,glanbrook gazette,8391.0,metroland media group ltd.
650,Thursday,2015,glanbrook,glanbrook gazette,glanbrook gazette,8550.0,metroland media group ltd.
651,Thursday,2016,glanbrook,glanbrook gazette,glanbrook gazette,8756.0,metroland media group ltd.
652,Thursday,2017,glanbrook,glanbrook gazette,glanbrook gazette,9194.0,metroland media group ltd.
653,Thursday,2018,glanbrook,glanbrook gazette,glanbrook gazette,,metroland media group ltd.
654,Thursday,2019,glanbrook,glanbrook gazette,glanbrook gazette,,metroland media group ltd.
2558,Thursday,2013,glencoe,transcript free press,glencoe transcript free press,1196.0,hayter-walden publications inc.
2559,Thursday,2014,glencoe,transcript free press,glencoe transcript free press,1107.0,hayter-walden publications inc.
2560,Thursday,2015,glencoe,transcript free press,glencoe transcript free press,996.0,hayter-walden publications inc.
1768,Wednesday,2013,goderich,signalstar,goderich signalstar,4276.0,sun media corporation
1769,Wednesday,2014,goderich,signalstar,goderich signalstar,4001.0,sun media corporation
1770,Wednesday,2015,goderich,signalstar,goderich signalstar,3765.0,sun media corporation
1771,Wednesday,2016,goderich,signalstar,goderich signalstar,3585.0,sun media corporation
1772,Wednesday,2017,goderich,signalstar,goderich signalstar,3318.0,postmedia network inc.
1773,Wednesday,2018,goderich,signalstar,goderich signalstar,3092.0,postmedia network inc.
1774,Wednesday,2019,goderich,signalstar,goderich signalstar,2705.0,postmedia network inc.
1052,Friday,2013,gore%20bay,manitoulin west recorder,gore bay manitoulin west recorder,1467.0,manitoulin publishing co. ltd.
1053,Friday,2014,gore%20bay,manitoulin west recorder,gore bay manitoulin west recorder,1458.0,manitoulin publishing co. ltd.
1054,Friday,2015,gore%20bay,manitoulin west recorder,gore bay manitoulin west recorder,1460.0,manitoulin publishing co. ltd.
1055,Friday,2016,gore%20bay,manitoulin west recorder,gore bay manitoulin west recorder,1167.0,manitoulin publishing co. ltd.
1056,Friday,2017,gore%20bay,manitoulin west recorder,gore bay manitoulin west recorder,,manitoulin publishing co. ltd.
1057,Friday,2018,gore%20bay,manitoulin west recorder,gore bay manitoulin west recorder,,manitoulin publishing co. ltd.
1058,Friday,2019,gore%20bay,manitoulin west recorder,gore bay manitoulin west recorder,1043.0,manitoulin publishing co. ltd.
963,Wednesday,2013,grand%20bend&zurich,lakeshore advance,grand bend zurich lakeshore advance,1141.0,sun media corporation
964,Wednesday,2014,grand%20bend&zurich,lakeshore advance,grand bend zurich lakeshore advance,1071.0,sun media corporation
965,Wednesday,2015,grand%20bend&zurich,lakeshore advance,grand bend zurich lakeshore advance,1016.0,sun media corporation
966,Wednesday,2016,grand%20bend&zurich,lakeshore advance,grand bend zurich lakeshore advance,908.0,sun media corporation
967,Wednesday,2017,grand%20bend&zurich,lakeshore advance,grand bend zurich lakeshore advance,,postmedia network inc.
675,Wednesday,2013,gravenhurst,gravenhurst banner,gravenhurst banner,1653.0,metroland media group ltd.
669,Thursday,2014,gravenhurst,gravenhurst banner,gravenhurst banner,5997.0,metroland media group ltd.
670,Thursday,2015,gravenhurst,gravenhurst banner,gravenhurst banner,5392.0,metroland media group ltd.
671,Thursday,2016,gravenhurst,gravenhurst banner,gravenhurst banner,5564.0,metroland media group ltd.
672,Thursday,2017,gravenhurst,gravenhurst banner,gravenhurst banner,5412.0,metroland media group ltd.
673,Thursday,2018,gravenhurst,gravenhurst banner,gravenhurst banner,5233.0,metroland media group ltd.
674,Thursday,2019,gravenhurst,gravenhurst banner,gravenhurst banner,5197.0,metroland media group ltd.
689,Wednesday,2013,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,22590.0,metroland media group ltd.
690,Wednesday,2014,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
681,Thursday,2015,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,23450.0,metroland media group ltd.
686,Tuesday,2015,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,23450.0,metroland media group ltd.
691,Wednesday,2015,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,23450.0,metroland media group ltd.
682,Thursday,2016,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
687,Tuesday,2016,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
692,Wednesday,2016,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
683,Thursday,2017,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
688,Tuesday,2017,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
693,Wednesday,2017,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
684,Thursday,2018,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
685,Thursday,2019,grimsby&lincoln,grimsby lincoln news,grimsby lincoln news,,metroland media group ltd.
1266,Thursday,2013,grimsby&lincoln&west%20lincoln,newsnow,grimsby lincoln west lincoln newsnow,22500.0,
1267,Thursday,2014,grimsby&lincoln&west%20lincoln,newsnow,grimsby lincoln west lincoln newsnow,25116.0,mike williscraft
1268,Thursday,2015,grimsby&lincoln&west%20lincoln,newsnow,grimsby lincoln west lincoln newsnow,,ontario ltd.
1269,Thursday,2016,grimsby&lincoln&west%20lincoln,newsnow,grimsby lincoln west lincoln newsnow,,ontario ltd.
1270,Thursday,2017,grimsby&lincoln&west%20lincoln,newsnow,grimsby lincoln west lincoln newsnow,,ontario ltd.
1271,Thursday,2018,grimsby&lincoln&west%20lincoln,newsnow,grimsby lincoln west lincoln newsnow,,ontario ltd.
1272,Thursday,2019,grimsby&lincoln&west%20lincoln,newsnow,grimsby lincoln west lincoln newsnow,,ontario ltd.
700,Thursday,2013,guelph,guelph mercury tribune,guelph mercury tribune,44263.0,metroland media group ltd.
707,Tuesday,2013,guelph,guelph mercury tribune,guelph mercury tribune,39475.0,metroland media group ltd.
701,Thursday,2014,guelph,guelph mercury tribune,guelph mercury tribune,44735.0,metroland media group ltd.
708,Tuesday,2014,guelph,guelph mercury tribune,guelph mercury tribune,40177.0,metroland media group ltd.
702,Thursday,2015,guelph,guelph mercury tribune,guelph mercury tribune,44048.0,metroland media group ltd.
709,Tuesday,2015,guelph,guelph mercury tribune,guelph mercury tribune,39134.0,metroland media group ltd.
703,Thursday,2016,guelph,guelph mercury tribune,guelph mercury tribune,44637.0,metroland media group ltd.
710,Tuesday,2016,guelph,guelph mercury tribune,guelph mercury tribune,39312.0,metroland media group ltd.
704,Thursday,2017,guelph,guelph mercury tribune,guelph mercury tribune,43727.0,metroland media group ltd.
711,Tuesday,2017,guelph,guelph mercury tribune,guelph mercury tribune,38918.0,metroland media group ltd.
705,Thursday,2018,guelph,guelph mercury tribune,guelph mercury tribune,43457.0,metroland media group ltd.
712,Tuesday,2018,guelph,guelph mercury tribune,guelph mercury tribune,38716.0,metroland media group ltd.
706,Thursday,2019,guelph,guelph mercury tribune,guelph mercury tribune,42737.0,metroland media group ltd.
713,Tuesday,2019,guelph,guelph mercury tribune,guelph mercury tribune,38508.0,metroland media group ltd.
719,Wednesday,2013,hagersville&cayuga,haldimand press,hagersville cayuga haldimand press,3375.0,haldimand advocate limited
720,Wednesday,2014,hagersville&cayuga,haldimand press,hagersville cayuga haldimand press,3152.0,haldimand advocate limited
721,Wednesday,2015,hagersville&cayuga,haldimand press,hagersville cayuga haldimand press,3046.0,haldimand advocate limited
717,Thursday,2016,hagersville&cayuga,haldimand press,hagersville cayuga haldimand press,3073.0,haldimand advocate limited
718,Thursday,2017,hagersville&cayuga,haldimand press,hagersville cayuga haldimand press,3395.0,haldimand advocate limited
2592,Wednesday,2015,hagersville&six%20nations,two row times,hagersville six nations two row times,20000.0,garlow media
2593,Wednesday,2016,hagersville&six%20nations,two row times,hagersville six nations two row times,,garlow media
2594,Wednesday,2017,hagersville&six%20nations,two row times,hagersville six nations two row times,,garlow media
2595,Wednesday,2018,hagersville&six%20nations,two row times,hagersville six nations two row times,,garlow media
2596,Wednesday,2019,hagersville&six%20nations,two row times,hagersville six nations two row times,,garlow media
2406,Thursday,2013,haldimand,the sachem,haldimand the sachem,21102.0,metroland media group ltd.
2407,Thursday,2014,haldimand,the sachem,haldimand the sachem,21243.0,metroland media group ltd.
2408,Thursday,2015,haldimand,the sachem,haldimand the sachem,21020.0,metroland media group ltd.
2409,Thursday,2016,haldimand,the sachem,haldimand the sachem,20866.0,metroland media group ltd.
2410,Thursday,2017,haldimand,the sachem,haldimand the sachem,21943.0,metroland media group ltd.
2411,Thursday,2018,haldimand,the sachem,haldimand the sachem,,metroland media group ltd.
2412,Thursday,2019,haldimand,the sachem,haldimand the sachem,,metroland media group ltd.
1891,Monthly,2015,haldimand-norfolk,snap haldimandnorfolk,haldimand-norfolk snap haldimandnorfolk,10000.0,snapd inc.
1892,Monthly,2016,haldimand-norfolk,snap haldimandnorfolk,haldimand-norfolk snap haldimandnorfolk,,snapd inc.
1893,Monthly,2017,haldimand-norfolk,snap haldimandnorfolk,haldimand-norfolk snap haldimandnorfolk,,snapd inc.
1894,Monthly,2018,haldimand-norfolk,snap haldimandnorfolk,haldimand-norfolk snap haldimandnorfolk,,snapd inc.
1895,Monthly,2019,haldimand-norfolk,snap haldimandnorfolk,haldimand-norfolk snap haldimandnorfolk,,snapd inc.
421,Tuesday,2013,haliburton,county echo,haliburton county echo,2520.0,sun media corporation
422,Tuesday,2014,haliburton,county echo,haliburton county echo,2156.0,maple key media
423,Tuesday,2015,haliburton,county echo,haliburton county echo,1991.0,maple key media
424,Tuesday,2016,haliburton,county echo,haliburton county echo,2122.0,maple key media
425,Tuesday,2017,haliburton,county echo,haliburton county echo,2013.0,white pine media corp.
426,Tuesday,2018,haliburton,county echo,haliburton county echo,1953.0,white pine media corp.
427,Tuesday,2019,haliburton,county echo,haliburton county echo,1878.0,white pine media corp.
428,Thursday,2016,haliburton,county life,haliburton county life,6372.0,white pine media corp.
429,Thursday,2017,haliburton,county life,haliburton county life,,white pine media corp.
430,Thursday,2018,haliburton,county life,haliburton county life,6356.0,white pine media corp.
431,Thursday,2019,haliburton,county life,haliburton county life,,white pine media corp.
743,Thursday,2013,haliburton,highlander,haliburton highlander,7312.0,the haliburton highlander limited
744,Thursday,2014,haliburton,highlander,haliburton highlander,7430.0,maple key media
745,Thursday,2015,haliburton,highlander,haliburton highlander,8104.0,maple key media
746,Thursday,2016,haliburton,highlander,haliburton highlander,8389.0,maple key media
747,Thursday,2017,haliburton,highlander,haliburton highlander,8062.0,the highlander newspaper limited
748,Thursday,2018,haliburton,highlander,haliburton highlander,8798.0,the highlander newspaper limited
749,Thursday,2019,haliburton,highlander,haliburton highlander,,the highlander newspaper limited
829,Tuesday,2013,hamilton&burlington,information l,hamilton burlington information l,2000.0,l'information (hamilton/burlington)
830,Tuesday,2014,hamilton&burlington,information l,hamilton burlington information l,,l'information (hamilton/burlington)
831,Tuesday,2015,hamilton&burlington,information l,hamilton burlington information l,,l'information (hamilton/burlington)
832,Tuesday,2016,hamilton&burlington,information l,hamilton burlington information l,,l'information (hamilton/burlington)
833,Tuesday,2017,hamilton&burlington,information l,hamilton burlington information l,,l'information (hamilton/burlington)
834,Tuesday,2018,hamilton&burlington,information l,hamilton burlington information l,,l'information (hamilton/burlington)
835,Tuesday,2019,hamilton&burlington,information l,hamilton burlington information l,,l'information (hamilton/burlington)
1158,Thursday,2013,hamilton,mountain news,hamilton mountain news,50300.0,metroland media group ltd.
1159,Thursday,2014,hamilton,mountain news,hamilton mountain news,50556.0,metroland media group ltd.
1160,Thursday,2015,hamilton,mountain news,hamilton mountain news,50017.0,metroland media group ltd.
1161,Thursday,2016,hamilton,mountain news,hamilton mountain news,50062.0,metroland media group ltd.
